"SMPT_NORTHING","SMPT_EASTING","SMPT","DATE_TIME","MEAS_RESULT","MEAS_DETERMINAND_CODE","MEAS_SIGN","SAMP_ID"
188169,352463,"T CHARSTON RCKS",2016-09-07 10:45:00,0.202,"0714",NA,4658767
188169,352463,"T CHARSTON RCKS",2016-09-07 10:45:00,0.242,"0731",NA,4658767
188169,352463,"T CHARSTON RCKS",2016-09-07 10:45:00,0.113,"0733",NA,4658767
188169,352463,"T CHARSTON RCKS",2016-09-07 10:45:00,0.208,"6399",NA,4658767
188169,352463,"T CHARSTON RCKS",2015-06-05 10:25:00,0.01,"0714","<",4620800
188169,352463,"T CHARSTON RCKS",2015-06-05 10:25:00,0.01,"0731","<",4620800
188169,352463,"T CHARSTON RCKS",2015-06-05 10:25:00,0.01,"0733","<",4620800
188169,352463,"T CHARSTON RCKS",2015-06-05 10:25:00,0.01,"6399","<",4620800
188169,352463,"T CHARSTON RCKS",2017-03-17 10:40:00,0.00061,"0714",NA,4674575
188169,352463,"T CHARSTON RCKS",2017-03-17 10:40:00,0.00066,"0731",NA,4674575
188169,352463,"T CHARSTON RCKS",2017-03-17 10:40:00,0.00024,"0733",NA,4674575
188169,352463,"T CHARSTON RCKS",2017-03-17 10:40:00,0.00037,"6399",NA,4674575
188169,352463,"T CHARSTON RCKS",2017-03-01 09:40:00,0.00045,"0714",NA,4673531
188169,352463,"T CHARSTON RCKS",2017-03-01 09:40:00,0.00053,"0731",NA,4673531
188169,352463,"T CHARSTON RCKS",2017-03-01 09:40:00,8e-04,"0733",NA,4673531
188169,352463,"T CHARSTON RCKS",2017-03-01 09:40:00,0.00029,"6399",NA,4673531
193100,356000,"SEDBURY CLIFFS",2015-01-27 12:10:00,0.01,"0733","<",4610271
193100,356000,"SEDBURY CLIFFS",2015-01-27 12:10:00,0.01,"6399","<",4610271
193100,356000,"SEDBURY CLIFFS",2015-01-27 12:10:00,0.01,"0714","<",4610271
193100,356000,"SEDBURY CLIFFS",2015-01-27 12:10:00,0.01,"0731","<",4610271
193100,356000,"SEDBURY CLIFFS",2016-07-20 09:15:00,0.0345,"0714",NA,4654888
193100,356000,"SEDBURY CLIFFS",2016-07-20 09:15:00,0.0366,"0731",NA,4654888
193100,356000,"SEDBURY CLIFFS",2016-07-20 09:15:00,0.0178,"0733",NA,4654888
193100,356000,"SEDBURY CLIFFS",2016-07-20 09:15:00,0.0351,"6399",NA,4654888
193100,356000,"SEDBURY CLIFFS",2015-10-02 11:00:00,0.01,"0714","<",4630455
193100,356000,"SEDBURY CLIFFS",2015-10-02 11:00:00,0.01,"0731","<",4630455
193100,356000,"SEDBURY CLIFFS",2015-10-02 11:00:00,0.01,"0733","<",4630455
193100,356000,"SEDBURY CLIFFS",2015-09-04 10:30:00,0.01,"0714","<",4628249
193100,356000,"SEDBURY CLIFFS",2015-09-04 10:30:00,0.01,"0731","<",4628249
193100,356000,"SEDBURY CLIFFS",2015-09-04 10:30:00,0.01,"0733","<",4628249
193100,356000,"SEDBURY CLIFFS",2015-09-04 10:30:00,0.01,"6399","<",4628249
193100,356000,"SEDBURY CLIFFS",2015-10-02 11:00:00,0.01,"6399","<",4630455
193100,356000,"SEDBURY CLIFFS",2015-12-15 11:25:00,0.002,"0714",">",4637075
193100,356000,"SEDBURY CLIFFS",2015-12-15 11:25:00,0.002,"0731",">",4637075
193100,356000,"SEDBURY CLIFFS",2015-12-15 11:25:00,0.002,"0733",">",4637075
193100,356000,"SEDBURY CLIFFS",2015-12-15 11:25:00,0.002,"6399",">",4637075
193100,356000,"SEDBURY CLIFFS",2016-10-05 09:30:00,0.00029,"0714",NA,4661041
193100,356000,"SEDBURY CLIFFS",2016-10-05 09:30:00,0.00032,"0731",NA,4661041
193100,356000,"SEDBURY CLIFFS",2016-10-05 09:30:00,0.00013,"0733",NA,4661041
193100,356000,"SEDBURY CLIFFS",2016-10-05 09:30:00,0.00023,"6399",NA,4661041
193100,356000,"SEDBURY CLIFFS",2015-04-22 11:25:00,0.01,"0714","<",4617063
193100,356000,"SEDBURY CLIFFS",2015-04-22 11:25:00,0.0157,"0731",NA,4617063
